event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
LSQ12gdj,56283.10,17.24,0.03,F,Z,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56283.10745,18.337,0.018,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56283.11152,17.292,0.011,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56283.11603,16.911,0.009,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56283.1203,17.257,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.00,18.42,0.02,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.00,17.26,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.00,16.96,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.00,17.31,0.02,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56284.02515,17.379,0.024,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56284.03052,17.349,0.012,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
