MJD,FLT,FLUXCAL,FLUXCALERR,MAG,MAGERR,TELESCOPE,INSTRUMENT,SHIFTMAG
58877.187999999995,UVW2,76771.079,1731.1,15.287,0.024,Swift,UVOT,50.287
58877.19,UVM2,89836.19900000001,1781.638,15.116,0.022000000000000002,Swift,UVOT,36.116
58877.192,UVW1,122365.549,2972.263,14.780999999999999,0.026000000000000002,Swift,UVOT,42.781
58887.676,UVW2,69755.084,1237.019,15.390999999999998,0.019,Swift,UVOT,50.391
58887.68,UVM2,84943.024,1312.5339999999999,15.177,0.017,Swift,UVOT,36.177
58887.684,UVW1,109215.913,2078.766,14.904000000000002,0.021,Swift,UVOT,42.904
58866.564000000006,i,251188.643,2313.533,14.0,0.01,Pan-STARRS1,GPC1,84.0
58869.347,r,275159.934,1856.9089999999999,13.901,0.006999999999999999,Swope,Direct/4Kx4K,104.901
58869.348,i,231315.587,3431.985,14.089,0.016,Swope,Direct/4Kx4K,84.089
58869.349,g,153462.596,1344.915,14.535,0.01,Swope,Direct/4Kx4K,63.535
58869.352,V,225670.573,1841.391,14.117,0.009000000000000001,Swope,Direct/4Kx4K,56.117000000000004
58869.352999999996,B,90188.54199999999,1017.798,15.112,0.012,Swope,Direct/4Kx4K,15.112
58870.315,r,252926.583,3121.8109999999997,13.992,0.013000000000000001,Swope,Direct/4Kx4K,104.992
58870.316,i,224685.29,1944.983,14.120999999999999,0.009000000000000001,Swope,Direct/4Kx4K,84.121
58870.319,V,203021.073,2649.744,14.231,0.013999999999999999,Swope,Direct/4Kx4K,56.231
58870.32,B,78603.333,1260.53,15.262,0.017,Swope,Direct/4Kx4K,15.262
58871.35,r,223149.44100000002,3162.861,14.129000000000001,0.015,Swope,Direct/4Kx4K,105.129
58871.352,i,209066.58800000002,1358.62,14.199000000000002,0.006999999999999999,Swope,Direct/4Kx4K,84.199
58871.35400000001,g,112188.413,874.3510000000001,14.875,0.008,Swope,Direct/4Kx4K,63.875
58871.357,V,174014.204,1883.371,14.398,0.012,Swope,Direct/4Kx4K,56.397999999999996
58871.359000000004,B,66059.11,820.48,15.450999999999999,0.013000000000000001,Swope,Direct/4Kx4K,15.450999999999999
58872.350999999995,r,209429.927,2098.106,14.197000000000001,0.011000000000000001,Swope,Direct/4Kx4K,105.197
58872.352999999996,i,193592.974,1394.726,14.283,0.008,Swope,Direct/4Kx4K,84.283
58872.35400000001,g,92315.364,1132.77,15.085999999999999,0.013000000000000001,Swope,Direct/4Kx4K,64.086
58872.355,u,12927.194,359.07,17.221,0.03,Swope,Direct/4Kx4K,129.221
58872.359000000004,V,152884.833,1880.6979999999999,14.539000000000001,0.013000000000000001,Swope,Direct/4Kx4K,56.539
58872.36,B,54801.645,711.039,15.652999999999999,0.013999999999999999,Swope,Direct/4Kx4K,15.652999999999999
58874.374,r,156001.26,1401.263,14.517000000000001,0.01,Swope,Direct/4Kx4K,105.517
58875.375,r,151406.457,1163.628,14.55,0.008,Swope,Direct/4Kx4K,105.55
58875.376,i,148523.205,1054.875,14.571,0.008,Swope,Direct/4Kx4K,84.571
58875.380999999994,V,104049.94900000001,1674.8129999999999,14.957,0.017,Swope,Direct/4Kx4K,56.957
58875.382000000005,B,39430.092000000004,660.5989999999999,16.01,0.018000000000000002,Swope,Direct/4Kx4K,16.01
58876.361,r,128561.19,872.06,14.727,0.006999999999999999,Swope,Direct/4Kx4K,105.727
58876.363,i,129393.377,844.367,14.72,0.006999999999999999,Swope,Direct/4Kx4K,84.72
58876.365,g,61671.694,618.82,15.525,0.011000000000000001,Swope,Direct/4Kx4K,64.525
58876.365999999995,u,6970.058000000001,398.23,17.892,0.062,Swope,Direct/4Kx4K,129.892
58876.37,V,83321.715,1079.4160000000002,15.198,0.013999999999999999,Swope,Direct/4Kx4K,57.198
58876.372,B,33004.617,320.253,16.203,0.011000000000000001,Swope,Direct/4Kx4K,16.203
58882.317,r,69740.82,855.212,15.390999999999998,0.013000000000000001,Swope,Direct/4Kx4K,106.39099999999999
58882.32,g,34220.827000000005,295.281,16.164,0.009000000000000001,Swope,Direct/4Kx4K,65.164
58882.33,V,50937.806,432.07800000000003,15.732999999999999,0.009000000000000001,Swope,Direct/4Kx4K,57.733
58882.332,B,20860.118000000002,712.047,16.702,0.037000000000000005,Swope,Direct/4Kx4K,16.702
58883.373,r,67636.97,448.181,15.424000000000001,0.006999999999999999,Swope,Direct/4Kx4K,106.424
58883.374,i,68029.519,474.167,15.418,0.008,Swope,Direct/4Kx4K,85.418
58883.375,g,29668.235,1597.205,16.319000000000003,0.057999999999999996,Swope,Direct/4Kx4K,65.319
58883.379,V,42427.636,4929.575,15.931,0.126,Swope,Direct/4Kx4K,57.931
58883.38,B,21445.892000000003,200.282,16.672,0.01,Swope,Direct/4Kx4K,16.672
58884.37,i,65567.628,1021.919,15.458,0.017,Swope,Direct/4Kx4K,85.458
58884.371,g,30113.387000000002,1565.065,16.303,0.055999999999999994,Swope,Direct/4Kx4K,65.303
58884.376,B,23287.607000000004,1214.6660000000002,16.582,0.057,Swope,Direct/4Kx4K,16.582
58885.352999999996,r,57936.227999999996,2789.283,15.593,0.052000000000000005,Swope,Direct/4Kx4K,106.593
58885.355,i,63342.65900000001,2237.703,15.495999999999999,0.038,Swope,Direct/4Kx4K,85.496
58885.356,g,39430.718,2049.074,16.011,0.055999999999999994,Swope,Direct/4Kx4K,65.011
58885.358,u,10414.055,321.723,17.456,0.034,Swope,Direct/4Kx4K,129.456
58885.365999999995,V,49555.93,2892.1420000000003,15.762,0.063,Swope,Direct/4Kx4K,57.762
58885.367999999995,B,22633.901,6254.715999999999,16.613,0.3,Swope,Direct/4Kx4K,16.613
58885.384000000005,g,28364.215,28364.215,16.368,1.0859999999999999,Swope,Direct/4Kx4K,65.368
58893.288,r,39662.044,320.77,16.004,0.009000000000000001,Swope,Direct/4Kx4K,107.004
58893.289000000004,i,40486.121,353.843,15.982000000000001,0.009000000000000001,Swope,Direct/4Kx4K,85.982
58893.291,g,24391.215,243.26,16.532,0.011000000000000001,Swope,Direct/4Kx4K,65.532
58893.294,u,5666.555,227.688,18.116,0.044000000000000004,Swope,Direct/4Kx4K,130.11599999999999
58893.301,V,32386.843999999997,315.401,16.224,0.011000000000000001,Swope,Direct/4Kx4K,58.224000000000004
58893.303,B,17047.881999999998,180.90400000000002,16.921,0.012,Swope,Direct/4Kx4K,16.921
58894.308,r,40214.511,296.008,15.989,0.008,Swope,Direct/4Kx4K,106.989
58894.309,i,36487.023,1961.2879999999998,16.095,0.057999999999999996,Swope,Direct/4Kx4K,86.095
58894.310999999994,g,24312.804,692.127,16.535999999999998,0.031,Swope,Direct/4Kx4K,65.536
58894.320999999996,V,32571.548,330.26800000000003,16.218,0.011000000000000001,Swope,Direct/4Kx4K,58.218
58894.322,B,16008.417,799.188,16.989,0.054000000000000006,Swope,Direct/4Kx4K,16.989
58895.28400000001,r,45050.602999999996,595.8380000000001,15.866,0.013999999999999999,Swope,Direct/4Kx4K,106.866
58895.28599999999,i,3648.159,3648.159,18.595,1.0859999999999999,Swope,Direct/4Kx4K,88.595
58895.287000000004,g,1976.771,1976.771,19.26,1.0859999999999999,Swope,Direct/4Kx4K,68.26
58895.289000000004,u,6466.969,147.877,17.973,0.025,Swope,Direct/4Kx4K,129.973
58895.297999999995,V,30285.571,2351.223,16.297,0.084,Swope,Direct/4Kx4K,58.297
58896.289000000004,r,47880.695,928.415,15.8,0.021,Swope,Direct/4Kx4K,106.8
58896.291,i,53244.155999999995,1617.007,15.685,0.033,Swope,Direct/4Kx4K,85.685
58896.292,g,26456.856,4271.643,16.444000000000003,0.175,Swope,Direct/4Kx4K,65.444
58896.295,u,8098.595,249.078,17.729,0.033,Swope,Direct/4Kx4K,129.72899999999998
58896.302,V,37854.955,913.559,16.055,0.026000000000000002,Swope,Direct/4Kx4K,58.055
58897.31,r,31826.48,2201.9120000000003,16.244,0.075,Swope,Direct/4Kx4K,107.244
58897.312000000005,i,40241.966,399.76099999999997,15.989,0.011000000000000001,Swope,Direct/4Kx4K,85.989
58897.314000000006,g,24349.452999999998,200.69799999999998,16.534000000000002,0.009000000000000001,Swope,Direct/4Kx4K,65.534
58897.317,u,5977.541,118.98200000000001,18.058,0.022000000000000002,Swope,Direct/4Kx4K,130.058
58897.324,V,33004.513,3407.2129999999997,16.203,0.11199999999999999,Swope,Direct/4Kx4K,58.203
58897.325999999994,B,17787.113,199.233,16.875,0.012,Swope,Direct/4Kx4K,16.875
58903.27,r,36086.951,1969.349,16.107,0.059000000000000004,Swope,Direct/4Kx4K,107.107
58903.272000000004,i,38935.662000000004,468.957,16.024,0.013000000000000001,Swope,Direct/4Kx4K,86.024
58903.274000000005,g,23047.678,531.451,16.593,0.025,Swope,Direct/4Kx4K,65.593
58903.287000000004,B,21216.227000000003,534.315,16.683,0.027000000000000003,Swope,Direct/4Kx4K,16.683
58904.320999999996,r,30230.232999999997,2982.7870000000003,16.299,0.107,Swope,Direct/4Kx4K,107.299
58904.323,i,33162.183,342.337,16.198,0.011000000000000001,Swope,Direct/4Kx4K,86.19800000000001
58904.325,g,22380.113999999998,381.82199999999995,16.625999999999998,0.019,Swope,Direct/4Kx4K,65.626
58904.327000000005,u,5993.102,135.491,18.055999999999997,0.025,Swope,Direct/4Kx4K,130.05599999999998
58904.335,V,24303.432,1439.703,16.535999999999998,0.064,Swope,Direct/4Kx4K,58.536
58904.337,B,12328.541000000001,1173.299,17.273,0.10300000000000001,Swope,Direct/4Kx4K,17.273
58905.282999999996,r,26853.664,224.667,16.427,0.009000000000000001,Swope,Direct/4Kx4K,107.42699999999999
58905.287000000004,i,24086.036,1120.155,16.546,0.051,Swope,Direct/4Kx4K,86.54599999999999
58905.287000000004,i,24086.036,1120.155,16.546,0.051,Swope,Direct/4Kx4K,86.54599999999999
58905.29,g,20364.627,763.2080000000001,16.727999999999998,0.040999999999999995,Swope,Direct/4Kx4K,65.728
58905.29,g,20364.627,763.2080000000001,16.727999999999998,0.040999999999999995,Swope,Direct/4Kx4K,65.728
58905.294,u,4646.549,166.88099999999997,18.333,0.039,Swope,Direct/4Kx4K,130.333
58905.302,V,21504.668999999998,901.715,16.669,0.046,Swope,Direct/4Kx4K,58.669
58905.302,V,21504.668999999998,901.715,16.669,0.046,Swope,Direct/4Kx4K,58.669
58906.274000000005,r,28071.526,399.195,16.38,0.015,Swope,Direct/4Kx4K,107.38
58906.277,i,31155.738999999998,274.03700000000003,16.267,0.01,Swope,Direct/4Kx4K,86.267
58906.28,g,17647.495,774.437,16.883,0.048,Swope,Direct/4Kx4K,65.883
58906.282999999996,u,7204.689,214.013,17.855999999999998,0.032,Swope,Direct/4Kx4K,129.856
58906.29,V,22841.216,645.943,16.602999999999998,0.031,Swope,Direct/4Kx4K,58.602999999999994
58906.295,B,13331.74,257.617,17.188,0.021,Swope,Direct/4Kx4K,17.188
58907.361,i,26992.32,928.672,16.422,0.037000000000000005,Swope,Direct/4Kx4K,86.422
58907.365999999995,u,8459.413,252.247,17.682000000000002,0.032,Swope,Direct/4Kx4K,129.68200000000002
58907.373,V,25496.295,1160.833,16.484,0.049,Swope,Direct/4Kx4K,58.484
58908.297,r,28630.35,354.07599999999996,16.358,0.013000000000000001,Swope,Direct/4Kx4K,107.358
58908.301,i,28297.357000000004,325.642,16.37,0.012,Swope,Direct/4Kx4K,86.37
58908.305,g,21873.728,234.375,16.65,0.012,Swope,Direct/4Kx4K,65.65
58908.310999999994,u,9704.756,306.362,17.532,0.034,Swope,Direct/4Kx4K,129.532
58908.32,V,28745.56,684.2330000000001,16.352999999999998,0.026000000000000002,Swope,Direct/4Kx4K,58.352999999999994
58908.325,B,16987.056,222.968,16.925,0.013999999999999999,Swope,Direct/4Kx4K,16.925
58909.355,r,27117.034,250.327,16.416,0.01,Swope,Direct/4Kx4K,107.416
58909.361,u,8668.261,188.378,17.655,0.024,Swope,Direct/4Kx4K,129.655
58909.372,B,14699.442,188.27700000000002,17.082,0.013999999999999999,Swope,Direct/4Kx4K,17.082
58910.242,r,30702.956000000002,232.59400000000002,16.282,0.008,Swope,Direct/4Kx4K,107.282
58910.248,g,17249.549,2639.172,16.908,0.166,Swope,Direct/4Kx4K,65.908
58910.25,u,11029.26,275.805,17.394000000000002,0.027000000000000003,Swope,Direct/4Kx4K,129.394
58910.25,u,11029.26,275.805,17.394000000000002,0.027000000000000003,Swope,Direct/4Kx4K,129.394
58910.258,V,23556.828999999998,2888.3109999999997,16.569000000000003,0.133,Swope,Direct/4Kx4K,58.569
58910.261,B,22272.41,678.867,16.63,0.033,Swope,Direct/4Kx4K,16.63
58910.261,B,22272.41,678.867,16.63,0.033,Swope,Direct/4Kx4K,16.63
58911.195999999996,r,21877.07,994.202,16.65,0.049,Swope,Direct/4Kx4K,107.65
58911.199,i,18932.593,2686.241,16.807000000000002,0.154,Swope,Direct/4Kx4K,86.807
58911.200999999994,g,21386.97,1562.332,16.674,0.079,Swope,Direct/4Kx4K,65.674
58911.204000000005,u,8137.071,1980.86,17.723,0.264,Swope,Direct/4Kx4K,129.723
58911.212,V,19825.727,4893.971,16.757,0.268,Swope,Direct/4Kx4K,58.757000000000005
58911.215,B,17565.802,551.6569999999999,16.887999999999998,0.034,Swope,Direct/4Kx4K,16.887999999999998
58912.265999999996,r,24776.186,2603.903,16.515,0.114,Swope,Direct/4Kx4K,107.515
58912.269,i,25971.331000000002,246.484,16.464000000000002,0.01,Swope,Direct/4Kx4K,86.464
58912.274000000005,u,8978.496,228.472,17.617,0.027999999999999997,Swope,Direct/4Kx4K,129.617
58912.282,V,23900.178,978.789,16.554000000000002,0.044000000000000004,Swope,Direct/4Kx4K,58.554
58912.285,B,10341.404,2791.256,17.464000000000002,0.293,Swope,Direct/4Kx4K,17.464000000000002
58921.251,u,5858.999,361.91,18.08,0.067,Swope,Direct/4Kx4K,130.07999999999998
58921.258,V,17287.287,569.235,16.905,0.036000000000000004,Swope,Direct/4Kx4K,58.905
58921.262,B,11673.508999999998,1016.345,17.332,0.095,Swope,Direct/4Kx4K,17.332
58923.275,i,22968.61,257.332,16.597,0.012,Swope,Direct/4Kx4K,86.59700000000001
58923.287000000004,V,20038.798,270.709,16.745,0.015,Swope,Direct/4Kx4K,58.745000000000005
58923.289000000004,B,12718.867,267.20799999999997,17.239,0.023,Swope,Direct/4Kx4K,17.239
58873.248,G,147231.25,27120.999,14.58,0.2,Gaia,Gaia-Photometric,21.58
58866.564000000006,i,250985.901,1371.3229999999999,14.001,0.005,Pan-STARRS1,GPC1,84.001
58866.567,g,230664.392,965.107,14.093,0.004,Pan-STARRS1,GPC1,63.093
58869.569,r,261529.08800000002,796.075,13.956,0.003,Pan-STARRS1,GPC1,104.956
58869.572,g,147829.12300000002,700.895,14.575999999999999,0.005,Pan-STARRS1,GPC1,63.576
58942.514,r,9572.822,340.598,17.547,0.039,Pan-STARRS1,GPC1,108.547
58942.517,z,16474.036,749.12,16.958,0.049,Pan-STARRS1,GPC1,142.958
58976.422,r,4830.143,697.618,18.29,0.157,Pan-STARRS1,GPC1,109.28999999999999
58603.236,B,2731.059,2731.059,18.909000000000002,1.0859999999999999,Nickel,Direct/2Kx2K,18.909000000000002
58603.24,V,18103.363,2869.6940000000004,16.855999999999998,0.172,Nickel,Direct/2Kx2K,58.855999999999995
58612.249,i,10789.071000000002,10789.071000000002,17.418,1.0859999999999999,Nickel,Direct/2Kx2K,87.418
58635.235,r,4066.738,1355.579,18.477,0.36200000000000004,Nickel,Direct/2Kx2K,109.477
58638.223,r,10821.344,388.07099999999997,17.414,0.039,Nickel,Direct/2Kx2K,108.414
58638.224,i,1892.6570000000002,630.886,19.307000000000002,0.36200000000000004,Nickel,Direct/2Kx2K,89.307
58645.238,B,2308.054,769.3510000000001,19.092,0.36200000000000004,Nickel,Direct/2Kx2K,19.092
58645.24,V,1413.354,471.11800000000005,19.624000000000002,0.36200000000000004,Nickel,Direct/2Kx2K,61.624
58652.239,r,2112.406,704.135,19.188,0.36200000000000004,Nickel,Direct/2Kx2K,110.188
58655.242999999995,V,3851.725,1283.9080000000001,18.535999999999998,0.36200000000000004,Nickel,Direct/2Kx2K,60.536
58655.245,r,2570.315,856.7719999999999,18.975,0.36200000000000004,Nickel,Direct/2Kx2K,109.975
58655.247,i,2769.993,923.331,18.894000000000002,0.36200000000000004,Nickel,Direct/2Kx2K,88.894
58665.253,r,3337.0809999999997,1112.36,18.692,0.36200000000000004,Nickel,Direct/2Kx2K,109.69200000000001
58675.232,B,1763.007,587.669,19.384,0.36200000000000004,Nickel,Direct/2Kx2K,19.384
58680.215,i,14878.487,4959.496,17.069000000000003,0.36200000000000004,Nickel,Direct/2Kx2K,87.069
58688.195,r,2936.6890000000003,978.8960000000001,18.83,0.36200000000000004,Nickel,Direct/2Kx2K,109.83
58688.195999999996,i,3019.203,1006.4010000000001,18.8,0.36200000000000004,Nickel,Direct/2Kx2K,88.8
58696.198,r,3259.966,1086.655,18.717,0.36200000000000004,Nickel,Direct/2Kx2K,109.717
58696.2,i,2673.157,891.052,18.932000000000002,0.36200000000000004,Nickel,Direct/2Kx2K,88.932
58700.197,r,6804.014,2268.005,17.918,0.36200000000000004,Nickel,Direct/2Kx2K,108.918
58880.437000000005,B,2940.502,2940.502,18.829,1.0859999999999999,Nickel,Direct/2Kx2K,18.829
58880.439000000006,V,5430.47,5430.47,18.163,1.0859999999999999,Nickel,Direct/2Kx2K,60.163
58880.441,r,4354.9,4354.9,18.403,1.0859999999999999,Nickel,Direct/2Kx2K,109.40299999999999
58880.443,i,9297.237,9297.237,17.579,1.0859999999999999,Nickel,Direct/2Kx2K,87.57900000000001
58895.43,i,60553.929000000004,3433.315,15.545,0.062,Nickel,Direct/2Kx2K,85.545
58900.382000000005,r,26127.813,7315.755999999999,16.457,0.304,Nickel,Direct/2Kx2K,107.457
58954.155,B,2893.5,2893.5,18.846,1.0859999999999999,Nickel,Direct/2Kx2K,18.846
58954.184,i,2422.739,2422.739,19.039,1.0859999999999999,Nickel,Direct/2Kx2K,89.039
58963.194,B,4554.16,4554.16,18.354,1.0859999999999999,Nickel,Direct/2Kx2K,18.354
58963.2,V,6354.688,6354.688,17.992,1.0859999999999999,Nickel,Direct/2Kx2K,59.992000000000004
58963.210999999996,i,3901.205,3901.205,18.522000000000002,1.0859999999999999,Nickel,Direct/2Kx2K,88.522
58856.304000000004,up,47401.695999999996,1544.1270000000002,15.81,0.035,Siding Spring 1m,Sinistro,134.81
58856.307,gp,50532.35,868.0039999999999,15.741,0.019,Siding Spring 1m,Sinistro,78.741
58856.309,ip,46738.487,764.415,15.825999999999999,0.018000000000000002,Siding Spring 1m,Sinistro,92.826
58856.367,up,41493.179,2149.3,15.955,0.055999999999999994,Siding Spring 1m,Sinistro,134.955
58856.367999999995,gp,62464.567,885.273,15.511,0.015,Siding Spring 1m,Sinistro,78.511
58856.40900000001,up,39338.267,1722.346,16.012999999999998,0.048,Siding Spring 1m,Sinistro,135.013
58856.41,gp,72313.225,3744.4970000000003,15.352,0.055999999999999994,Siding Spring 1m,Sinistro,78.352
58856.41099999999,rp,16662.905,4344.425,16.945,0.28300000000000003,Siding Spring 1m,Sinistro,121.945
58856.412000000004,ip,46492.553,2084.949,15.832,0.049,Siding Spring 1m,Sinistro,92.832
58856.698,rp,82465.51400000001,1170.583,15.209000000000001,0.015,Siding Spring 1m,Sinistro,120.209
58856.699,ip,72307.826,2654.5370000000003,15.352,0.04,Siding Spring 1m,Sinistro,92.352
58857.301,up,38271.287000000004,3164.723,16.043,0.09,Siding Spring 1m,Sinistro,135.043
58857.302,gp,64375.871,1573.994,15.478,0.027000000000000003,Siding Spring 1m,Sinistro,78.478
58857.303,rp,61704.492999999995,816.789,15.524000000000001,0.013999999999999999,Siding Spring 1m,Sinistro,120.524
58857.304000000004,ip,46702.977,2008.34,15.825999999999999,0.047,Siding Spring 1m,Sinistro,92.826
58857.316,up,33903.35,4767.639,16.174,0.153,Siding Spring 1m,Sinistro,135.174
58857.317,gp,47832.364,2125.17,15.800999999999998,0.048,Siding Spring 1m,Sinistro,78.801
58857.319,ip,58903.072,688.77,15.575,0.013000000000000001,Siding Spring 1m,Sinistro,92.575
58857.345,up,42203.100999999995,1510.63,15.936,0.039,Siding Spring 1m,Sinistro,134.936
58857.347,gp,53869.505999999994,3359.099,15.671,0.068,Siding Spring 1m,Sinistro,78.67099999999999
58857.349,ip,58568.653,624.085,15.581,0.012,Siding Spring 1m,Sinistro,92.581
58858.3,gp,79604.959,894.1060000000001,15.247,0.012,Siding Spring 1m,Sinistro,78.247
58858.302,ip,69518.323,1134.874,15.395,0.018000000000000002,Siding Spring 1m,Sinistro,92.395
58858.305,up,48596.15900000001,2591.644,15.783,0.057999999999999996,Siding Spring 1m,Sinistro,134.783
58858.308,rp,93260.948,879.868,15.075,0.01,Siding Spring 1m,Sinistro,120.075
58858.337999999996,gp,93530.159,1156.239,15.073,0.013000000000000001,Siding Spring 1m,Sinistro,78.07300000000001
58858.34,rp,94619.269,1082.869,15.06,0.012,Siding Spring 1m,Sinistro,120.06
58858.34099999999,ip,91540.15400000001,3220.099,15.095,0.038,Siding Spring 1m,Sinistro,92.095
58859.049000000006,up,61081.504,1790.839,15.536,0.032,Siding Spring 1m,Sinistro,134.536
58859.051,gp,113381.599,1382.453,14.863,0.013000000000000001,Siding Spring 1m,Sinistro,77.863
58859.052,rp,112124.781,1547.632,14.876,0.015,Siding Spring 1m,Sinistro,119.876
58859.053,ip,100541.51800000001,874.808,14.994000000000002,0.009000000000000001,Siding Spring 1m,Sinistro,91.994
58859.297,gp,116789.35699999999,1443.82,14.831,0.013000000000000001,Siding Spring 1m,Sinistro,77.831
58859.297999999995,rp,127773.69099999999,1290.442,14.734000000000002,0.011000000000000001,Siding Spring 1m,Sinistro,119.73400000000001
58859.3,ip,102641.35699999999,4056.1009999999997,14.970999999999998,0.043,Siding Spring 1m,Sinistro,91.971
58859.689000000006,gp,116007.56599999999,2847.756,14.839,0.027000000000000003,Siding Spring 1m,Sinistro,77.839
58859.69,rp,65948.312,5747.255,15.452,0.095,Siding Spring 1m,Sinistro,120.452
58859.691,ip,74384.762,5179.1990000000005,15.322000000000001,0.076,Siding Spring 1m,Sinistro,92.322
58860.047,up,85923.981,2244.28,15.164000000000001,0.027999999999999997,Siding Spring 1m,Sinistro,134.164
58860.047999999995,gp,89179.656,4854.263,15.124,0.059000000000000004,Siding Spring 1m,Sinistro,78.124
58860.049000000006,rp,166091.929,2992.748,14.449000000000002,0.02,Siding Spring 1m,Sinistro,119.449
58860.051,ip,150036.81900000002,2154.826,14.559000000000001,0.016,Siding Spring 1m,Sinistro,91.559
58861.049000000006,up,127338.884,3609.111,14.738,0.031,Siding Spring 1m,Sinistro,133.738
58861.05,gp,209865.035,2793.27,14.195,0.013999999999999999,Siding Spring 1m,Sinistro,77.195
58861.052,rp,195932.233,2176.277,14.27,0.012,Siding Spring 1m,Sinistro,119.27
58861.053,ip,180220.68899999998,2880.388,14.360999999999999,0.017,Siding Spring 1m,Sinistro,91.361
58861.292,gp,192284.50100000002,2580.526,14.29,0.015,Siding Spring 1m,Sinistro,77.28999999999999
58861.293,rp,194612.319,1833.701,14.277000000000001,0.01,Siding Spring 1m,Sinistro,119.277
58861.294,ip,168428.16199999998,2433.716,14.434000000000001,0.016,Siding Spring 1m,Sinistro,91.434
58861.683,gp,180470.85199999998,4100.298,14.357999999999999,0.025,Siding Spring 1m,Sinistro,77.358
58861.685,rp,220661.11,2552.7929999999997,14.140999999999998,0.013000000000000001,Siding Spring 1m,Sinistro,119.14099999999999
58861.685999999994,ip,201485.449,2311.6639999999998,14.239,0.012,Siding Spring 1m,Sinistro,91.239
58864.31,rp,291036.318,11516.993999999999,13.841,0.043,Siding Spring 1m,Sinistro,118.841
58864.312000000005,ip,280378.981,8103.8009999999995,13.88,0.031,Siding Spring 1m,Sinistro,90.88
58864.752,up,125427.011,3291.5370000000003,14.754000000000001,0.027999999999999997,Siding Spring 1m,Sinistro,133.754
58864.754,gp,259044.703,3127.345,13.966,0.013000000000000001,Siding Spring 1m,Sinistro,76.966
58864.755,rp,282228.666,2920.478,13.873,0.011000000000000001,Siding Spring 1m,Sinistro,118.873
58864.755999999994,ip,246279.924,2574.056,14.022,0.011000000000000001,Siding Spring 1m,Sinistro,91.022
58866.302,up,113411.465,3626.4179999999997,14.863,0.035,Siding Spring 1m,Sinistro,133.863
58866.304000000004,gp,33604.38,7926.996999999999,16.184,0.256,Siding Spring 1m,Sinistro,79.184
58866.305,rp,187526.604,7057.183000000001,14.318,0.040999999999999995,Siding Spring 1m,Sinistro,119.318
58866.306,ip,120169.54400000001,8903.638,14.800999999999998,0.08,Siding Spring 1m,Sinistro,91.801
58867.3,up,65500.574,1839.614,15.459000000000001,0.031,Siding Spring 1m,Sinistro,134.459
58867.301,gp,207315.91100000002,2911.0429999999997,14.208,0.015,Siding Spring 1m,Sinistro,77.208
58867.302,rp,293646.356,1974.9879999999998,13.831,0.006999999999999999,Siding Spring 1m,Sinistro,118.831
58867.304000000004,ip,253272.389,2067.959,13.991,0.009000000000000001,Siding Spring 1m,Sinistro,90.991
58868.273,gp,192250.50600000002,3397.679,14.29,0.019,Siding Spring 1m,Sinistro,77.28999999999999
58868.274000000005,rp,294441.606,2107.901,13.828,0.008,Siding Spring 1m,Sinistro,118.828
58869.27,gp,170233.812,1689.432,14.422,0.011000000000000001,Siding Spring 1m,Sinistro,77.422
58869.273,ip,214767.415,3967.6020000000003,14.17,0.02,Siding Spring 1m,Sinistro,91.17
58872.28599999999,up,21082.105,999.863,16.691,0.052000000000000005,Siding Spring 1m,Sinistro,135.691
58872.287000000004,gp,133912.388,5995.943,14.682,0.049,Siding Spring 1m,Sinistro,77.682
58872.289000000004,rp,191852.885,3568.62,14.292,0.02,Siding Spring 1m,Sinistro,119.292
58872.29,ip,189814.004,1962.641,14.304,0.011000000000000001,Siding Spring 1m,Sinistro,91.304
58873.087,up,18236.227,532.047,16.848,0.032,Siding Spring 1m,Sinistro,135.848
58873.087999999996,gp,95989.79199999999,1325.592,15.045,0.015,Siding Spring 1m,Sinistro,78.045
58873.08900000001,rp,194555.50199999998,1269.024,14.277999999999999,0.006999999999999999,Siding Spring 1m,Sinistro,119.27799999999999
58873.09099999999,ip,177223.431,1145.0439999999999,14.378,0.006999999999999999,Siding Spring 1m,Sinistro,91.378
58874.280999999995,up,20185.818,1224.861,16.738,0.066,Siding Spring 1m,Sinistro,135.738
58874.282,gp,117016.56199999999,1411.4370000000001,14.829,0.013000000000000001,Siding Spring 1m,Sinistro,77.82900000000001
58874.28400000001,rp,186325.407,1334.4489999999998,14.324000000000002,0.008,Siding Spring 1m,Sinistro,119.324
58874.285,ip,123992.16699999999,8371.123,14.765999999999998,0.073,Siding Spring 1m,Sinistro,91.76599999999999
58875.253,up,14296.633,545.374,17.111,0.040999999999999995,Siding Spring 1m,Sinistro,136.111
58875.254,gp,77662.94099999999,839.7260000000001,15.275,0.012,Siding Spring 1m,Sinistro,78.275
58875.255,rp,148503.767,1309.971,14.571,0.01,Siding Spring 1m,Sinistro,119.571
58875.257000000005,ip,140448.199,982.967,14.630999999999998,0.008,Siding Spring 1m,Sinistro,91.631
58876.335999999996,rp,116835.02699999999,1655.8329999999999,14.831,0.015,Siding Spring 1m,Sinistro,119.831
58877.258,rp,118594.76,1521.014,14.815,0.013999999999999999,Siding Spring 1m,Sinistro,119.815
58878.33900000001,up,16128.916000000001,1359.751,16.980999999999998,0.092,Siding Spring 1m,Sinistro,135.981
58878.34,gp,43644.709,2592.325,15.9,0.065,Siding Spring 1m,Sinistro,78.9
58878.34099999999,rp,101295.663,1974.4479999999999,14.985999999999999,0.021,Siding Spring 1m,Sinistro,119.986
