MJD,FLT,FLUXCAL,FLUXCALERR,MAG,MAGERR,TELESCOPE,INSTRUMENT
58903.272000000004,i,38935.662000000004,468.957,16.024,0.013000000000000001,Swope,Direct/4Kx4K
58903.274000000005,g,23047.678,531.451,16.593,0.025,Swope,Direct/4Kx4K
58904.320999999996,r,30230.232999999997,2982.7870000000003,16.299,0.107,Swope,Direct/4Kx4K
58904.323,i,33162.183,342.337,16.198,0.011000000000000001,Swope,Direct/4Kx4K
58904.325,g,22380.113999999998,381.82199999999995,16.625999999999998,0.019,Swope,Direct/4Kx4K
58904.327000000005,u,5993.102,135.491,18.055999999999997,0.025,Swope,Direct/4Kx4K
58905.282999999996,r,26853.664,224.667,16.427,0.009000000000000001,Swope,Direct/4Kx4K
58905.287000000004,i,24086.036,1120.155,16.546,0.051,Swope,Direct/4Kx4K
58905.287000000004,i,24086.036,1120.155,16.546,0.051,Swope,Direct/4Kx4K
58905.29,g,20364.627,763.2080000000001,16.727999999999998,0.040999999999999995,Swope,Direct/4Kx4K
58905.29,g,20364.627,763.2080000000001,16.727999999999998,0.040999999999999995,Swope,Direct/4Kx4K
58905.294,u,4646.549,166.88099999999997,18.333,0.039,Swope,Direct/4Kx4K
58906.274000000005,r,28071.526,399.195,16.38,0.015,Swope,Direct/4Kx4K
58906.277,i,31155.738999999998,274.03700000000003,16.267,0.01,Swope,Direct/4Kx4K
58906.28,g,17647.495,774.437,16.883,0.048,Swope,Direct/4Kx4K
58906.282999999996,u,7204.689,214.013,17.855999999999998,0.032,Swope,Direct/4Kx4K
58907.358,r,9992154000000000.0,2364625762430940.0,-12.499,0.257,Swope,Direct/4Kx4K
58907.361,i,26992.32,928.672,16.422,0.037000000000000005,Swope,Direct/4Kx4K
58907.365999999995,u,8459.413,252.247,17.682000000000002,0.032,Swope,Direct/4Kx4K
58908.297,r,28630.35,354.07599999999996,16.358,0.013000000000000001,Swope,Direct/4Kx4K
58908.301,i,28297.357000000004,325.642,16.37,0.012,Swope,Direct/4Kx4K
58908.305,g,21873.728,234.375,16.65,0.012,Swope,Direct/4Kx4K
58908.310999999994,u,9704.756,306.362,17.532,0.034,Swope,Direct/4Kx4K
58909.355,r,27117.034,250.327,16.416,0.01,Swope,Direct/4Kx4K
58909.361,u,8668.261,188.378,17.655,0.024,Swope,Direct/4Kx4K
58910.242,r,30702.956000000002,232.59400000000002,16.282,0.008,Swope,Direct/4Kx4K
58910.248,g,17249.549,2639.172,16.908,0.166,Swope,Direct/4Kx4K
58910.25,u,11029.26,275.805,17.394000000000002,0.027000000000000003,Swope,Direct/4Kx4K
58910.25,u,11029.26,275.805,17.394000000000002,0.027000000000000003,Swope,Direct/4Kx4K
58911.195999999996,r,21877.07,994.202,16.65,0.049,Swope,Direct/4Kx4K
58911.199,i,18932.593,2686.241,16.807000000000002,0.154,Swope,Direct/4Kx4K
58911.200999999994,g,21386.97,1562.332,16.674,0.079,Swope,Direct/4Kx4K
58911.204000000005,u,8137.071,1980.86,17.723,0.264,Swope,Direct/4Kx4K
58912.265999999996,r,24776.186,2603.903,16.515,0.114,Swope,Direct/4Kx4K
58912.269,i,25971.331000000002,246.484,16.464000000000002,0.01,Swope,Direct/4Kx4K
58912.274000000005,u,8978.496,228.472,17.617,0.027999999999999997,Swope,Direct/4Kx4K
58921.251,u,5858.999,361.91,18.08,0.067,Swope,Direct/4Kx4K
58923.275,i,22968.61,257.332,16.597,0.012,Swope,Direct/4Kx4K
58866.564000000006,i,250985.901,1371.3229999999999,14.001,0.005,Pan-STARRS1,GPC1
58866.567,g,230664.392,965.107,14.093,0.004,Pan-STARRS1,GPC1
58869.569,r,261529.08800000002,796.075,13.956,0.003,Pan-STARRS1,GPC1
58869.572,g,147829.12300000002,700.895,14.575999999999999,0.005,Pan-STARRS1,GPC1
58942.514,r,9572.822,340.598,17.547,0.039,Pan-STARRS1,GPC1
58942.517,z,16474.036,749.12,16.958,0.049,Pan-STARRS1,GPC1
58976.422,r,4830.143,697.618,18.29,0.157,Pan-STARRS1,GPC1
58612.249,i,10789.071000000002,10789.071000000002,17.418,1.0859999999999999,Nickel,Direct/2Kx2K
58635.235,r,4066.738,1355.579,18.477,0.36200000000000004,Nickel,Direct/2Kx2K
58638.223,r,10821.344,388.07099999999997,17.414,0.039,Nickel,Direct/2Kx2K
58638.224,i,1892.6570000000002,630.886,19.307000000000002,0.36200000000000004,Nickel,Direct/2Kx2K
58652.239,r,2112.406,704.135,19.188,0.36200000000000004,Nickel,Direct/2Kx2K
58655.245,r,2570.315,856.7719999999999,18.975,0.36200000000000004,Nickel,Direct/2Kx2K
58655.247,i,2769.993,923.331,18.894000000000002,0.36200000000000004,Nickel,Direct/2Kx2K
58665.253,r,3337.0809999999997,1112.36,18.692,0.36200000000000004,Nickel,Direct/2Kx2K
58680.215,i,14878.487,4959.496,17.069000000000003,0.36200000000000004,Nickel,Direct/2Kx2K
58688.195,r,2936.6890000000003,978.8960000000001,18.83,0.36200000000000004,Nickel,Direct/2Kx2K
58688.195999999996,i,3019.203,1006.4010000000001,18.8,0.36200000000000004,Nickel,Direct/2Kx2K
58696.198,r,3259.966,1086.655,18.717,0.36200000000000004,Nickel,Direct/2Kx2K
58696.2,i,2673.157,891.052,18.932000000000002,0.36200000000000004,Nickel,Direct/2Kx2K
58700.197,r,6804.014,2268.005,17.918,0.36200000000000004,Nickel,Direct/2Kx2K
58880.441,r,4354.9,4354.9,18.403,1.0859999999999999,Nickel,Direct/2Kx2K
58880.443,i,9297.237,9297.237,17.579,1.0859999999999999,Nickel,Direct/2Kx2K
58895.43,i,60553.929000000004,3433.315,15.545,0.062,Nickel,Direct/2Kx2K
58900.382000000005,r,26127.813,7315.755999999999,16.457,0.304,Nickel,Direct/2Kx2K
58954.184,i,2422.739,2422.739,19.039,1.0859999999999999,Nickel,Direct/2Kx2K
58963.210999999996,i,3901.205,3901.205,18.522000000000002,1.0859999999999999,Nickel,Direct/2Kx2K
58856.304000000004,u,47401.695999999996,1544.1270000000002,15.81,0.035,Siding Spring 1m,Sinistro
58856.307,g,50532.35,868.0039999999999,15.741,0.019,Siding Spring 1m,Sinistro
58856.309,i,46738.487,764.415,15.825999999999999,0.018000000000000002,Siding Spring 1m,Sinistro
58856.367,u,41493.179,2149.3,15.955,0.055999999999999994,Siding Spring 1m,Sinistro
58856.367999999995,g,62464.567,885.273,15.511,0.015,Siding Spring 1m,Sinistro
58856.40900000001,u,39338.267,1722.346,16.012999999999998,0.048,Siding Spring 1m,Sinistro
58856.41,g,72313.225,3744.4970000000003,15.352,0.055999999999999994,Siding Spring 1m,Sinistro
58856.41099999999,r,16662.905,4344.425,16.945,0.28300000000000003,Siding Spring 1m,Sinistro
58856.412000000004,i,46492.553,2084.949,15.832,0.049,Siding Spring 1m,Sinistro
58856.698,r,82465.51400000001,1170.583,15.209000000000001,0.015,Siding Spring 1m,Sinistro
58856.699,i,72307.826,2654.5370000000003,15.352,0.04,Siding Spring 1m,Sinistro
58857.301,u,38271.287000000004,3164.723,16.043,0.09,Siding Spring 1m,Sinistro
58857.302,g,64375.871,1573.994,15.478,0.027000000000000003,Siding Spring 1m,Sinistro
58857.303,r,61704.492999999995,816.789,15.524000000000001,0.013999999999999999,Siding Spring 1m,Sinistro
58857.304000000004,i,46702.977,2008.34,15.825999999999999,0.047,Siding Spring 1m,Sinistro
58857.316,u,33903.35,4767.639,16.174,0.153,Siding Spring 1m,Sinistro
58857.317,g,47832.364,2125.17,15.800999999999998,0.048,Siding Spring 1m,Sinistro
58857.319,i,58903.072,688.77,15.575,0.013000000000000001,Siding Spring 1m,Sinistro
58857.345,u,42203.100999999995,1510.63,15.936,0.039,Siding Spring 1m,Sinistro
58857.347,g,53869.505999999994,3359.099,15.671,0.068,Siding Spring 1m,Sinistro
58857.349,i,58568.653,624.085,15.581,0.012,Siding Spring 1m,Sinistro
58858.3,g,79604.959,894.1060000000001,15.247,0.012,Siding Spring 1m,Sinistro
58858.302,i,69518.323,1134.874,15.395,0.018000000000000002,Siding Spring 1m,Sinistro
58858.305,u,48596.15900000001,2591.644,15.783,0.057999999999999996,Siding Spring 1m,Sinistro
58858.308,r,93260.948,879.868,15.075,0.01,Siding Spring 1m,Sinistro
58858.337999999996,g,93530.159,1156.239,15.073,0.013000000000000001,Siding Spring 1m,Sinistro
58858.34,r,94619.269,1082.869,15.06,0.012,Siding Spring 1m,Sinistro
58858.34099999999,i,91540.15400000001,3220.099,15.095,0.038,Siding Spring 1m,Sinistro
58859.049000000006,u,61081.504,1790.839,15.536,0.032,Siding Spring 1m,Sinistro
58859.051,g,113381.599,1382.453,14.863,0.013000000000000001,Siding Spring 1m,Sinistro
58859.052,r,112124.781,1547.632,14.876,0.015,Siding Spring 1m,Sinistro
58859.053,i,100541.51800000001,874.808,14.994000000000002,0.009000000000000001,Siding Spring 1m,Sinistro
58859.297,g,116789.35699999999,1443.82,14.831,0.013000000000000001,Siding Spring 1m,Sinistro
58859.297999999995,r,127773.69099999999,1290.442,14.734000000000002,0.011000000000000001,Siding Spring 1m,Sinistro
58859.3,i,102641.35699999999,4056.1009999999997,14.970999999999998,0.043,Siding Spring 1m,Sinistro
58859.689000000006,g,116007.56599999999,2847.756,14.839,0.027000000000000003,Siding Spring 1m,Sinistro
58859.69,r,65948.312,5747.255,15.452,0.095,Siding Spring 1m,Sinistro
58859.691,i,74384.762,5179.1990000000005,15.322000000000001,0.076,Siding Spring 1m,Sinistro
58860.047,u,85923.981,2244.28,15.164000000000001,0.027999999999999997,Siding Spring 1m,Sinistro
58860.047999999995,g,89179.656,4854.263,15.124,0.059000000000000004,Siding Spring 1m,Sinistro
58860.049000000006,r,166091.929,2992.748,14.449000000000002,0.02,Siding Spring 1m,Sinistro
58860.051,i,150036.81900000002,2154.826,14.559000000000001,0.016,Siding Spring 1m,Sinistro
58861.049000000006,u,127338.884,3609.111,14.738,0.031,Siding Spring 1m,Sinistro
58861.05,g,209865.035,2793.27,14.195,0.013999999999999999,Siding Spring 1m,Sinistro
58861.052,r,195932.233,2176.277,14.27,0.012,Siding Spring 1m,Sinistro
58861.053,i,180220.68899999998,2880.388,14.360999999999999,0.017,Siding Spring 1m,Sinistro
58861.292,g,192284.50100000002,2580.526,14.29,0.015,Siding Spring 1m,Sinistro
58861.293,r,194612.319,1833.701,14.277000000000001,0.01,Siding Spring 1m,Sinistro
58861.294,i,168428.16199999998,2433.716,14.434000000000001,0.016,Siding Spring 1m,Sinistro
58861.683,g,180470.85199999998,4100.298,14.357999999999999,0.025,Siding Spring 1m,Sinistro
58861.685,r,220661.11,2552.7929999999997,14.140999999999998,0.013000000000000001,Siding Spring 1m,Sinistro
58861.685999999994,i,201485.449,2311.6639999999998,14.239,0.012,Siding Spring 1m,Sinistro
58864.31,r,291036.318,11516.993999999999,13.841,0.043,Siding Spring 1m,Sinistro
58864.312000000005,i,280378.981,8103.8009999999995,13.88,0.031,Siding Spring 1m,Sinistro
58864.752,u,125427.011,3291.5370000000003,14.754000000000001,0.027999999999999997,Siding Spring 1m,Sinistro
58864.754,g,259044.703,3127.345,13.966,0.013000000000000001,Siding Spring 1m,Sinistro
58864.755,r,282228.666,2920.478,13.873,0.011000000000000001,Siding Spring 1m,Sinistro
58864.755999999994,i,246279.924,2574.056,14.022,0.011000000000000001,Siding Spring 1m,Sinistro
58866.302,u,113411.465,3626.4179999999997,14.863,0.035,Siding Spring 1m,Sinistro
58866.304000000004,g,33604.38,7926.996999999999,16.184,0.256,Siding Spring 1m,Sinistro
58866.305,r,187526.604,7057.183000000001,14.318,0.040999999999999995,Siding Spring 1m,Sinistro
58866.306,i,120169.54400000001,8903.638,14.800999999999998,0.08,Siding Spring 1m,Sinistro
58867.3,u,65500.574,1839.614,15.459000000000001,0.031,Siding Spring 1m,Sinistro
58867.301,g,207315.91100000002,2911.0429999999997,14.208,0.015,Siding Spring 1m,Sinistro
58867.302,r,293646.356,1974.9879999999998,13.831,0.006999999999999999,Siding Spring 1m,Sinistro
58867.304000000004,i,253272.389,2067.959,13.991,0.009000000000000001,Siding Spring 1m,Sinistro
58868.273,g,192250.50600000002,3397.679,14.29,0.019,Siding Spring 1m,Sinistro
58868.274000000005,r,294441.606,2107.901,13.828,0.008,Siding Spring 1m,Sinistro
58869.27,g,170233.812,1689.432,14.422,0.011000000000000001,Siding Spring 1m,Sinistro
58869.273,i,214767.415,3967.6020000000003,14.17,0.02,Siding Spring 1m,Sinistro
58872.28599999999,u,21082.105,999.863,16.691,0.052000000000000005,Siding Spring 1m,Sinistro
58872.287000000004,g,133912.388,5995.943,14.682,0.049,Siding Spring 1m,Sinistro
58872.289000000004,r,191852.885,3568.62,14.292,0.02,Siding Spring 1m,Sinistro
58872.29,i,189814.004,1962.641,14.304,0.011000000000000001,Siding Spring 1m,Sinistro
58873.087,u,18236.227,532.047,16.848,0.032,Siding Spring 1m,Sinistro
58873.087999999996,g,95989.79199999999,1325.592,15.045,0.015,Siding Spring 1m,Sinistro
58873.08900000001,r,194555.50199999998,1269.024,14.277999999999999,0.006999999999999999,Siding Spring 1m,Sinistro
58873.09099999999,i,177223.431,1145.0439999999999,14.378,0.006999999999999999,Siding Spring 1m,Sinistro
58874.280999999995,u,20185.818,1224.861,16.738,0.066,Siding Spring 1m,Sinistro
58874.282,g,117016.56199999999,1411.4370000000001,14.829,0.013000000000000001,Siding Spring 1m,Sinistro
58874.28400000001,r,186325.407,1334.4489999999998,14.324000000000002,0.008,Siding Spring 1m,Sinistro
58874.285,i,123992.16699999999,8371.123,14.765999999999998,0.073,Siding Spring 1m,Sinistro
58875.253,u,14296.633,545.374,17.111,0.040999999999999995,Siding Spring 1m,Sinistro
58875.254,g,77662.94099999999,839.7260000000001,15.275,0.012,Siding Spring 1m,Sinistro
58875.255,r,148503.767,1309.971,14.571,0.01,Siding Spring 1m,Sinistro
58875.257000000005,i,140448.199,982.967,14.630999999999998,0.008,Siding Spring 1m,Sinistro
58876.335999999996,r,116835.02699999999,1655.8329999999999,14.831,0.015,Siding Spring 1m,Sinistro
58877.258,r,118594.76,1521.014,14.815,0.013999999999999999,Siding Spring 1m,Sinistro
58878.33900000001,u,16128.916000000001,1359.751,16.980999999999998,0.092,Siding Spring 1m,Sinistro
58878.34,g,43644.709,2592.325,15.9,0.065,Siding Spring 1m,Sinistro
58878.34099999999,r,101295.663,1974.4479999999999,14.985999999999999,0.021,Siding Spring 1m,Sinistro
58878.343,i,105893.765,693.8380000000001,14.937999999999999,0.006999999999999999,Siding Spring 1m,Sinistro
58881.992999999995,u,15052.152,709.539,17.055999999999997,0.051,Siding Spring 1m,Sinistro
58881.994000000006,g,34965.078,9662.278,16.141,0.3,Siding Spring 1m,Sinistro
58881.996,r,82620.149,1746.3529999999998,15.208,0.023,Siding Spring 1m,Sinistro
58881.997,i,67119.375,5823.656999999999,15.433,0.094,Siding Spring 1m,Sinistro
58884.37,g,29766.042,8225.621,16.315,0.3,Siding Spring 1m,Sinistro
58887.382000000005,u,13644.633999999998,483.254,17.163,0.038,Siding Spring 1m,Sinistro
58887.383,g,37765.635,1322.316,16.057000000000002,0.038,Siding Spring 1m,Sinistro
58887.385,r,21758.707000000002,2708.722,16.656,0.135,Siding Spring 1m,Sinistro
58887.386,i,54573.86,496.619,15.658,0.01,Siding Spring 1m,Sinistro
58891.959,u,13876.888,875.6189999999999,17.144000000000002,0.069,Siding Spring 1m,Sinistro
58891.960999999996,g,26068.857999999997,1029.188,16.46,0.043,Siding Spring 1m,Sinistro
58891.962,r,50449.013,1663.797,15.743,0.036000000000000004,Siding Spring 1m,Sinistro
58891.962999999996,i,51509.187000000005,822.408,15.72,0.017,Siding Spring 1m,Sinistro
58898.377,u,11635.233,581.501,17.335,0.054000000000000006,Siding Spring 1m,Sinistro
58898.379,g,24912.314,2849.9,16.509,0.124,Siding Spring 1m,Sinistro
58898.38,r,37847.594,973.352,16.055,0.027999999999999997,Siding Spring 1m,Sinistro
58898.380999999994,i,39467.464,397.48699999999997,16.01,0.011000000000000001,Siding Spring 1m,Sinistro
58906.1,g,38837.205,563.879,16.027,0.016,Siding Spring 1m,Sinistro
58906.100999999995,r,41866.828,1909.4879999999998,15.946,0.05,Siding Spring 1m,Sinistro
58906.102,i,45572.702000000005,890.298,15.854000000000001,0.021,Siding Spring 1m,Sinistro
58910.15900000001,g,33666.937000000005,705.317,16.182000000000002,0.023,Siding Spring 1m,Sinistro
58910.16099999999,i,27940.746,3374.637,16.385,0.131,Siding Spring 1m,Sinistro
58914.263,u,11475.981000000002,591.628,17.351,0.055999999999999994,Siding Spring 1m,Sinistro
58914.267,g,13721.423,1975.4589999999998,17.157,0.156,Siding Spring 1m,Sinistro
58914.269,i,31806.101000000002,580.813,16.244,0.02,Siding Spring 1m,Sinistro
58919.142,g,24484.359,734.554,16.527,0.033,Siding Spring 1m,Sinistro
58929.497,u,9348.382,792.0,17.573,0.092,Siding Spring 1m,Sinistro
58929.499,g,28602.6,1231.757,16.359,0.047,Siding Spring 1m,Sinistro
58929.5,r,433265.406,433265.406,13.408,1.0859999999999999,Siding Spring 1m,Sinistro
58929.501,i,620000.794,620000.794,13.019,1.0859999999999999,Siding Spring 1m,Sinistro
58935.617999999995,u,61967.496,20655.832,15.52,0.36200000000000004,Siding Spring 1m,Sinistro
58935.638,u,55784.498,18594.833,15.634,0.36200000000000004,Siding Spring 1m,Sinistro
58935.639,g,13176.239,4392.08,17.201,0.36200000000000004,Siding Spring 1m,Sinistro
58935.64,r,18249.911,6083.304,16.847,0.36200000000000004,Siding Spring 1m,Sinistro
58935.640999999996,i,19825.82,6608.607,16.757,0.36200000000000004,Siding Spring 1m,Sinistro
58943.459,u,75526.497,25175.499,15.305,0.36200000000000004,Siding Spring 1m,Sinistro
58943.46,g,13954.829,4651.61,17.137999999999998,0.36200000000000004,Siding Spring 1m,Sinistro
58943.460999999996,r,25372.677000000003,8457.559000000001,16.489,0.36200000000000004,Siding Spring 1m,Sinistro
58943.462,i,40559.457,13519.819,15.98,0.36200000000000004,Siding Spring 1m,Sinistro
