MJD,FLT,FLUXCAL,FLUXCALERR,MAG,MAGERR,TELESCOPE,INSTRUMENT
58857.347,g,10585.774,10585.774,17.438,1.0859999999999999,Siding Spring 1m,Sinistro
58857.348,r,9466.393,9466.393,17.56,1.0859999999999999,Siding Spring 1m,Sinistro
58857.349,i,11866.383,11866.383,17.314,1.0859999999999999,Siding Spring 1m,Sinistro
58858.297999999995,u,45726.695999999996,2508.5660000000003,15.85,0.06,Siding Spring 1m,Sinistro
58858.3,g,11539.016000000001,11539.016000000001,17.345,1.0859999999999999,Siding Spring 1m,Sinistro
58858.301,r,83193.119,2246.689,15.2,0.028999999999999998,Siding Spring 1m,Sinistro
58858.309,i,13015.898000000001,13015.898000000001,17.214000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58858.337999999996,g,93530.159,1156.239,15.073,0.013000000000000001,Siding Spring 1m,Sinistro
58858.34,r,19424.279,19424.279,16.779,1.0859999999999999,Siding Spring 1m,Sinistro
58858.34099999999,i,23390.539,23390.539,16.577,1.0859999999999999,Siding Spring 1m,Sinistro
58859.049000000006,u,36185.796,36185.796,16.104,1.0859999999999999,Siding Spring 1m,Sinistro
58859.051,g,113381.599,1382.453,14.863,0.013000000000000001,Siding Spring 1m,Sinistro
58859.052,r,8322.285,8322.285,17.699,1.0859999999999999,Siding Spring 1m,Sinistro
58859.053,i,100541.51800000001,874.808,14.994000000000002,0.009000000000000001,Siding Spring 1m,Sinistro
58859.297,g,116789.35699999999,1443.82,14.831,0.013000000000000001,Siding Spring 1m,Sinistro
58859.297999999995,r,127773.69099999999,1290.442,14.734000000000002,0.011000000000000001,Siding Spring 1m,Sinistro
58859.3,i,20393.147,20393.147,16.726,1.0859999999999999,Siding Spring 1m,Sinistro
58859.689000000006,g,116007.56599999999,2847.756,14.839,0.027000000000000003,Siding Spring 1m,Sinistro
58859.69,r,31152.866,31152.866,16.266,1.0859999999999999,Siding Spring 1m,Sinistro
58859.691,i,27179.587000000003,27179.587000000003,16.414,1.0859999999999999,Siding Spring 1m,Sinistro
58860.047,u,48099.26,48099.26,15.795,1.0859999999999999,Siding Spring 1m,Sinistro
58860.047999999995,g,15470.05,15470.05,17.026,1.0859999999999999,Siding Spring 1m,Sinistro
58860.049000000006,r,18361.96,18361.96,16.84,1.0859999999999999,Siding Spring 1m,Sinistro
58860.051,i,18323.541,18323.541,16.842,1.0859999999999999,Siding Spring 1m,Sinistro
58860.42,u,2900574944672380.0,2900574944672380.0,-11.155999999999999,1.0859999999999999,Siding Spring 1m,Sinistro
58860.422,r,1.66038292946475e+16,1.66038292946475e+16,-13.050999999999998,1.0859999999999999,Siding Spring 1m,Sinistro
58861.049000000006,u,71699.40400000001,71699.40400000001,15.360999999999999,1.0859999999999999,Siding Spring 1m,Sinistro
58861.05,g,209865.035,2793.27,14.195,0.013999999999999999,Siding Spring 1m,Sinistro
58861.052,r,195932.233,2176.277,14.27,0.012,Siding Spring 1m,Sinistro
58861.053,i,180220.68899999998,2880.388,14.360999999999999,0.017,Siding Spring 1m,Sinistro
58861.292,g,18979.946,18979.946,16.804000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58861.293,r,194612.319,1833.701,14.277000000000001,0.01,Siding Spring 1m,Sinistro
58861.294,i,168428.16199999998,2433.716,14.434000000000001,0.016,Siding Spring 1m,Sinistro
58861.683,g,35476.617,35476.617,16.125,1.0859999999999999,Siding Spring 1m,Sinistro
58861.685,r,220661.11,2552.7929999999997,14.140999999999998,0.013000000000000001,Siding Spring 1m,Sinistro
58861.685999999994,i,36635.75,36635.75,16.09,1.0859999999999999,Siding Spring 1m,Sinistro
58864.31,r,502154.773,502154.773,13.248,1.0859999999999999,Siding Spring 1m,Sinistro
58864.312000000005,i,301048.57899999997,301048.57899999997,13.802999999999999,1.0859999999999999,Siding Spring 1m,Sinistro
58864.752,u,125427.011,3291.5370000000003,14.754000000000001,0.027999999999999997,Siding Spring 1m,Sinistro
58864.754,g,259044.703,3127.345,13.966,0.013000000000000001,Siding Spring 1m,Sinistro
58864.755,r,282228.666,2920.478,13.873,0.011000000000000001,Siding Spring 1m,Sinistro
58864.755999999994,i,246279.924,2574.056,14.022,0.011000000000000001,Siding Spring 1m,Sinistro
58866.302,u,111069.666,111069.666,14.886,1.0859999999999999,Siding Spring 1m,Sinistro
58866.304000000004,g,27847.365,27847.365,16.387999999999998,1.0859999999999999,Siding Spring 1m,Sinistro
58866.305,r,35424.7,35424.7,16.127,1.0859999999999999,Siding Spring 1m,Sinistro
58866.306,i,43145.133,43145.133,15.913,1.0859999999999999,Siding Spring 1m,Sinistro
58867.3,u,65500.574,1839.614,15.459000000000001,0.031,Siding Spring 1m,Sinistro
58867.301,g,207315.91100000002,2911.0429999999997,14.208,0.015,Siding Spring 1m,Sinistro
58867.302,r,293646.356,1974.9879999999998,13.831,0.006999999999999999,Siding Spring 1m,Sinistro
58867.304000000004,i,253272.389,2067.959,13.991,0.009000000000000001,Siding Spring 1m,Sinistro
58868.27099999999,u,102937.76800000001,102937.76800000001,14.969000000000001,1.0859999999999999,Siding Spring 1m,Sinistro
58868.27099999999,u,102937.76800000001,102937.76800000001,14.969000000000001,1.0859999999999999,Siding Spring 1m,Sinistro
58868.273,g,192250.50600000002,3397.679,14.29,0.019,Siding Spring 1m,Sinistro
58868.274000000005,r,294441.606,2107.901,13.828,0.008,Siding Spring 1m,Sinistro
58868.275,i,15196.481000000002,15196.481000000002,17.046,1.0859999999999999,Siding Spring 1m,Sinistro
58869.269,u,69948.797,69948.797,15.388,1.0859999999999999,Siding Spring 1m,Sinistro
58869.27,g,170233.812,1689.432,14.422,0.011000000000000001,Siding Spring 1m,Sinistro
58869.27099999999,r,12150.152,12150.152,17.289,1.0859999999999999,Siding Spring 1m,Sinistro
58869.273,i,214767.415,3967.6020000000003,14.17,0.02,Siding Spring 1m,Sinistro
58870.265999999996,u,82455.17,82455.17,15.209000000000001,1.0859999999999999,Siding Spring 1m,Sinistro
58870.267,g,13889.151000000002,13889.151000000002,17.143,1.0859999999999999,Siding Spring 1m,Sinistro
58870.268,r,15377.983999999999,15377.983999999999,17.033,1.0859999999999999,Siding Spring 1m,Sinistro
58870.27,i,14616.755,14616.755,17.088,1.0859999999999999,Siding Spring 1m,Sinistro
58871.264,u,100494.26,100494.26,14.995,1.0859999999999999,Siding Spring 1m,Sinistro
58871.265,g,15258.079,15258.079,17.041,1.0859999999999999,Siding Spring 1m,Sinistro
58871.265999999996,r,18706.828999999998,18706.828999999998,16.82,1.0859999999999999,Siding Spring 1m,Sinistro
58871.268,i,22187.145,22187.145,16.635,1.0859999999999999,Siding Spring 1m,Sinistro
58872.28599999999,u,32008.327999999998,32008.327999999998,16.237000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58872.287000000004,g,9939.062,9939.062,17.507,1.0859999999999999,Siding Spring 1m,Sinistro
58872.289000000004,r,191852.885,3568.62,14.292,0.02,Siding Spring 1m,Sinistro
58872.29,i,189814.004,1962.641,14.304,0.011000000000000001,Siding Spring 1m,Sinistro
58873.087,u,10709.117,10709.117,17.426,1.0859999999999999,Siding Spring 1m,Sinistro
58873.087999999996,g,95989.79199999999,1325.592,15.045,0.015,Siding Spring 1m,Sinistro
58873.08900000001,r,194555.50199999998,1269.024,14.277999999999999,0.006999999999999999,Siding Spring 1m,Sinistro
58873.09099999999,i,177223.431,1145.0439999999999,14.378,0.006999999999999999,Siding Spring 1m,Sinistro
58874.280999999995,u,51246.007000000005,51246.007000000005,15.725999999999999,1.0859999999999999,Siding Spring 1m,Sinistro
58874.282,g,14758.462,14758.462,17.077,1.0859999999999999,Siding Spring 1m,Sinistro
58874.28400000001,r,6596.726,6596.726,17.952,1.0859999999999999,Siding Spring 1m,Sinistro
58874.285,i,18096.675,18096.675,16.855999999999998,1.0859999999999999,Siding Spring 1m,Sinistro
58875.253,u,13010.635,13010.635,17.214000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58875.254,g,7422.116999999999,7422.116999999999,17.824,1.0859999999999999,Siding Spring 1m,Sinistro
58875.255,r,8955.961,8955.961,17.62,1.0859999999999999,Siding Spring 1m,Sinistro
58875.257000000005,i,140448.199,982.967,14.630999999999998,0.008,Siding Spring 1m,Sinistro
58876.329000000005,u,136900.739,136900.739,14.659,1.0859999999999999,Siding Spring 1m,Sinistro
58876.335,g,11938.761999999999,11938.761999999999,17.308,1.0859999999999999,Siding Spring 1m,Sinistro
58876.335999999996,r,16335.472,16335.472,16.967,1.0859999999999999,Siding Spring 1m,Sinistro
58876.337999999996,i,28367.527000000002,28367.527000000002,16.368,1.0859999999999999,Siding Spring 1m,Sinistro
58877.258,r,16443.165,16443.165,16.96,1.0859999999999999,Siding Spring 1m,Sinistro
58877.263,g,12466.861,12466.861,17.261,1.0859999999999999,Siding Spring 1m,Sinistro
58877.265999999996,i,33099.655,33099.655,16.2,1.0859999999999999,Siding Spring 1m,Sinistro
58878.33900000001,u,40420.716,40420.716,15.982999999999999,1.0859999999999999,Siding Spring 1m,Sinistro
58878.34,g,7068.284000000001,7068.284000000001,17.877,1.0859999999999999,Siding Spring 1m,Sinistro
58878.34099999999,r,8232.591,8232.591,17.711,1.0859999999999999,Siding Spring 1m,Sinistro
58878.343,i,2790.9429999999998,2790.9429999999998,18.886,1.0859999999999999,Siding Spring 1m,Sinistro
58881.992999999995,u,24096.557999999997,24096.557999999997,16.545,1.0859999999999999,Siding Spring 1m,Sinistro
58881.994000000006,g,9190.253,9190.253,17.592,1.0859999999999999,Siding Spring 1m,Sinistro
58881.996,r,8964.992,8964.992,17.619,1.0859999999999999,Siding Spring 1m,Sinistro
58881.997,i,4056.1929999999998,4056.1929999999998,18.48,1.0859999999999999,Siding Spring 1m,Sinistro
58884.367999999995,u,28687.338,28687.338,16.355999999999998,1.0859999999999999,Siding Spring 1m,Sinistro
58884.37,g,8090.436,8090.436,17.73,1.0859999999999999,Siding Spring 1m,Sinistro
58884.371,r,3867.884,3867.884,18.531,1.0859999999999999,Siding Spring 1m,Sinistro
58884.373,i,4568.573,4568.573,18.351,1.0859999999999999,Siding Spring 1m,Sinistro
58887.382000000005,u,10019.011,10019.011,17.498,1.0859999999999999,Siding Spring 1m,Sinistro
58887.383,g,5809.241,5809.241,18.09,1.0859999999999999,Siding Spring 1m,Sinistro
58887.385,r,5947.3769999999995,5947.3769999999995,18.064,1.0859999999999999,Siding Spring 1m,Sinistro
58887.386,i,55666.319,503.171,15.636,0.01,Siding Spring 1m,Sinistro
58891.959,u,28328.063,28328.063,16.369,1.0859999999999999,Siding Spring 1m,Sinistro
58891.960999999996,g,10167.071,10167.071,17.482,1.0859999999999999,Siding Spring 1m,Sinistro
58891.962,r,10075.248,10075.248,17.492,1.0859999999999999,Siding Spring 1m,Sinistro
58891.962999999996,i,14045.383,14045.383,17.131,1.0859999999999999,Siding Spring 1m,Sinistro
58895.288,u,37083.544,37083.544,16.077,1.0859999999999999,Siding Spring 1m,Sinistro
58895.291,g,15271.496000000001,15271.496000000001,17.04,1.0859999999999999,Siding Spring 1m,Sinistro
58895.292,r,20572.615,20572.615,16.717,1.0859999999999999,Siding Spring 1m,Sinistro
58895.293,i,26628.068,26628.068,16.437,1.0859999999999999,Siding Spring 1m,Sinistro
58898.377,u,16040.928,16040.928,16.987000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58898.379,g,5227.973,5227.973,18.204,1.0859999999999999,Siding Spring 1m,Sinistro
58898.38,r,6032.863,6032.863,18.049,1.0859999999999999,Siding Spring 1m,Sinistro
58898.380999999994,i,5967.691999999999,5967.691999999999,18.06,1.0859999999999999,Siding Spring 1m,Sinistro
58902.236,u,66583.665,66583.665,15.442,1.0859999999999999,Siding Spring 1m,Sinistro
58902.238,g,15572.451000000001,15572.451000000001,17.019000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58902.239,r,17911.46,17911.46,16.867,1.0859999999999999,Siding Spring 1m,Sinistro
58902.24,i,19829.665,19829.665,16.757,1.0859999999999999,Siding Spring 1m,Sinistro
58906.099,u,31307.462000000003,31307.462000000003,16.261,1.0859999999999999,Siding Spring 1m,Sinistro
58906.1,g,11660.968,11660.968,17.333,1.0859999999999999,Siding Spring 1m,Sinistro
58906.100999999995,r,12252.84,12252.84,17.279,1.0859999999999999,Siding Spring 1m,Sinistro
58906.102,i,12199.553999999998,12199.553999999998,17.284000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58910.155999999995,u,27425.842,27425.842,16.405,1.0859999999999999,Siding Spring 1m,Sinistro
58910.15900000001,g,8357.972,8357.972,17.695,1.0859999999999999,Siding Spring 1m,Sinistro
58910.16,r,8726.779,8726.779,17.648,1.0859999999999999,Siding Spring 1m,Sinistro
58910.16099999999,i,9780.556,9780.556,17.524,1.0859999999999999,Siding Spring 1m,Sinistro
58914.263,u,17664.728,17664.728,16.882,1.0859999999999999,Siding Spring 1m,Sinistro
58914.267,g,10580.125,10580.125,17.439,1.0859999999999999,Siding Spring 1m,Sinistro
58914.268,r,9969.534,9969.534,17.503,1.0859999999999999,Siding Spring 1m,Sinistro
58914.269,i,12107.938,12107.938,17.292,1.0859999999999999,Siding Spring 1m,Sinistro
58919.139,u,26409.857000000004,26409.857000000004,16.445999999999998,1.0859999999999999,Siding Spring 1m,Sinistro
58919.142,g,18179.967,18179.967,16.851,1.0859999999999999,Siding Spring 1m,Sinistro
58919.143,r,20219.784,20219.784,16.736,1.0859999999999999,Siding Spring 1m,Sinistro
58919.144,i,22665.875,22665.875,16.612000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58923.138,u,22078.906000000003,22078.906000000003,16.64,1.0859999999999999,Siding Spring 1m,Sinistro
58923.140999999996,g,9611.886999999999,9611.886999999999,17.543,1.0859999999999999,Siding Spring 1m,Sinistro
58923.142,r,9390.935,9390.935,17.567999999999998,1.0859999999999999,Siding Spring 1m,Sinistro
58923.143,i,10037.958,10037.958,17.496,1.0859999999999999,Siding Spring 1m,Sinistro
58929.497,u,16996.502,16996.502,16.924,1.0859999999999999,Siding Spring 1m,Sinistro
58929.499,g,9832.536,9832.536,17.518,1.0859999999999999,Siding Spring 1m,Sinistro
58929.5,r,11545.213,11545.213,17.344,1.0859999999999999,Siding Spring 1m,Sinistro
58929.501,i,16361.607,16361.607,16.965,1.0859999999999999,Siding Spring 1m,Sinistro
58935.617999999995,u,61967.496,61967.496,15.52,1.0859999999999999,Siding Spring 1m,Sinistro
58935.638,u,55784.498,55784.498,15.634,1.0859999999999999,Siding Spring 1m,Sinistro
58935.639,g,13176.239,13176.239,17.201,1.0859999999999999,Siding Spring 1m,Sinistro
58935.64,r,18249.911,18249.911,16.847,1.0859999999999999,Siding Spring 1m,Sinistro
58935.640999999996,i,19825.82,19825.82,16.757,1.0859999999999999,Siding Spring 1m,Sinistro
58943.459,u,75517.416,75517.416,15.305,1.0859999999999999,Siding Spring 1m,Sinistro
58943.46,g,13966.409,13966.409,17.137,1.0859999999999999,Siding Spring 1m,Sinistro
58943.460999999996,r,25345.405,25345.405,16.49,1.0859999999999999,Siding Spring 1m,Sinistro
58943.462,i,40452.311,40452.311,15.982999999999999,1.0859999999999999,Siding Spring 1m,Sinistro
58952.441,u,20715.051,20715.051,16.709,1.0859999999999999,Siding Spring 1m,Sinistro
58952.442,g,5320.014,5320.014,18.185,1.0859999999999999,Siding Spring 1m,Sinistro
58952.443,r,5881.173000000001,5881.173000000001,18.076,1.0859999999999999,Siding Spring 1m,Sinistro
58952.444,i,6668.334,6668.334,17.94,1.0859999999999999,Siding Spring 1m,Sinistro
58959.33900000001,g,7223.876,7223.876,17.852999999999998,1.0859999999999999,Siding Spring 1m,Sinistro
58959.34,r,7176.473000000001,7176.473000000001,17.86,1.0859999999999999,Siding Spring 1m,Sinistro
58959.34099999999,i,7910.618,7910.618,17.754,1.0859999999999999,Siding Spring 1m,Sinistro
58966.346,u,16422.587,16422.587,16.961,1.0859999999999999,Siding Spring 1m,Sinistro
58966.35,g,18860.505,18860.505,16.811,1.0859999999999999,Siding Spring 1m,Sinistro
58966.350999999995,r,17141.246,17141.246,16.915,1.0859999999999999,Siding Spring 1m,Sinistro
58966.352,i,20345.72,20345.72,16.729,1.0859999999999999,Siding Spring 1m,Sinistro
58974.11,u,30975.902000000002,30975.902000000002,16.272000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58974.111,g,13583.587,13583.587,17.167,1.0859999999999999,Siding Spring 1m,Sinistro
58974.112,r,13693.913,13693.913,17.159000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58974.113,i,17996.453999999998,17996.453999999998,16.862000000000002,1.0859999999999999,Siding Spring 1m,Sinistro
58866.564000000006,i,251188.643,2313.533,14.0,0.01,Pan-STARRS1,GPC1
58869.347,r,275159.934,1856.9089999999999,13.901,0.006999999999999999,Swope,Direct/4Kx4K
58869.348,i,231315.587,3431.985,14.089,0.016,Swope,Direct/4Kx4K
58869.349,g,153462.596,1344.915,14.535,0.01,Swope,Direct/4Kx4K
58870.315,r,252926.583,3121.8109999999997,13.992,0.013000000000000001,Swope,Direct/4Kx4K
58870.316,i,224685.29,1944.983,14.120999999999999,0.009000000000000001,Swope,Direct/4Kx4K
58871.35,r,223149.44100000002,3162.861,14.129000000000001,0.015,Swope,Direct/4Kx4K
58871.352,i,209066.58800000002,1358.62,14.199000000000002,0.006999999999999999,Swope,Direct/4Kx4K
58871.35400000001,g,112188.413,874.3510000000001,14.875,0.008,Swope,Direct/4Kx4K
58872.350999999995,r,209429.927,2098.106,14.197000000000001,0.011000000000000001,Swope,Direct/4Kx4K
58872.352999999996,i,193592.974,1394.726,14.283,0.008,Swope,Direct/4Kx4K
58872.35400000001,g,92315.364,1132.77,15.085999999999999,0.013000000000000001,Swope,Direct/4Kx4K
58872.355,u,12927.194,359.07,17.221,0.03,Swope,Direct/4Kx4K
58874.374,r,156001.26,1401.263,14.517000000000001,0.01,Swope,Direct/4Kx4K
58875.375,r,151406.457,1163.628,14.55,0.008,Swope,Direct/4Kx4K
58875.376,i,148523.205,1054.875,14.571,0.008,Swope,Direct/4Kx4K
58876.361,r,128561.19,872.06,14.727,0.006999999999999999,Swope,Direct/4Kx4K
58876.363,i,129393.377,844.367,14.72,0.006999999999999999,Swope,Direct/4Kx4K
58876.365,g,61671.694,618.82,15.525,0.011000000000000001,Swope,Direct/4Kx4K
58876.365999999995,u,6970.058000000001,398.23,17.892,0.062,Swope,Direct/4Kx4K
58882.317,r,69740.82,855.212,15.390999999999998,0.013000000000000001,Swope,Direct/4Kx4K
58882.32,g,34220.827000000005,295.281,16.164,0.009000000000000001,Swope,Direct/4Kx4K
58883.373,r,67636.97,448.181,15.424000000000001,0.006999999999999999,Swope,Direct/4Kx4K
58883.374,i,68029.519,474.167,15.418,0.008,Swope,Direct/4Kx4K
58883.375,g,29668.235,1597.205,16.319000000000003,0.057999999999999996,Swope,Direct/4Kx4K
58884.37,i,65567.628,1021.919,15.458,0.017,Swope,Direct/4Kx4K
58884.371,g,30113.387000000002,1565.065,16.303,0.055999999999999994,Swope,Direct/4Kx4K
58885.352999999996,r,57936.227999999996,2789.283,15.593,0.052000000000000005,Swope,Direct/4Kx4K
58885.355,i,63342.65900000001,2237.703,15.495999999999999,0.038,Swope,Direct/4Kx4K
58885.356,g,39430.718,2049.074,16.011,0.055999999999999994,Swope,Direct/4Kx4K
58885.358,u,10414.055,321.723,17.456,0.034,Swope,Direct/4Kx4K
58885.384000000005,g,28364.215,28364.215,16.368,1.0859999999999999,Swope,Direct/4Kx4K
58893.288,r,39662.044,320.77,16.004,0.009000000000000001,Swope,Direct/4Kx4K
58893.289000000004,i,40486.121,353.843,15.982000000000001,0.009000000000000001,Swope,Direct/4Kx4K
58893.291,g,24391.215,243.26,16.532,0.011000000000000001,Swope,Direct/4Kx4K
58893.294,u,5666.555,227.688,18.116,0.044000000000000004,Swope,Direct/4Kx4K
58894.308,r,40214.511,296.008,15.989,0.008,Swope,Direct/4Kx4K
58894.309,i,36487.023,1961.2879999999998,16.095,0.057999999999999996,Swope,Direct/4Kx4K
58894.310999999994,g,24312.804,692.127,16.535999999999998,0.031,Swope,Direct/4Kx4K
58895.28400000001,r,45050.602999999996,595.8380000000001,15.866,0.013999999999999999,Swope,Direct/4Kx4K
58895.28599999999,i,3648.159,3648.159,18.595,1.0859999999999999,Swope,Direct/4Kx4K
58895.287000000004,g,1976.771,1976.771,19.26,1.0859999999999999,Swope,Direct/4Kx4K
58895.289000000004,u,6466.969,147.877,17.973,0.025,Swope,Direct/4Kx4K
58896.289000000004,r,47880.695,928.415,15.8,0.021,Swope,Direct/4Kx4K
58896.291,i,53244.155999999995,1617.007,15.685,0.033,Swope,Direct/4Kx4K
58896.292,g,26456.856,4271.643,16.444000000000003,0.175,Swope,Direct/4Kx4K
58896.295,u,8098.595,249.078,17.729,0.033,Swope,Direct/4Kx4K
58897.31,r,31826.48,2201.9120000000003,16.244,0.075,Swope,Direct/4Kx4K
58897.312000000005,i,40241.966,399.76099999999997,15.989,0.011000000000000001,Swope,Direct/4Kx4K
58897.314000000006,g,24349.452999999998,200.69799999999998,16.534000000000002,0.009000000000000001,Swope,Direct/4Kx4K
58897.317,u,5977.541,118.98200000000001,18.058,0.022000000000000002,Swope,Direct/4Kx4K
58903.27,r,36086.951,1969.349,16.107,0.059000000000000004,Swope,Direct/4Kx4K
