event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN1987A,46965.17,4.0080,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46965.17,4.01,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46965.7,5.73,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46965.70,5.7310,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46965.70,2.6600,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46965.7,2.66,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46965.7,3.14,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46965.70,3.1410,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46965.7,8.26,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46965.70,8.2640,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46965.7,4.04,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46965.70,4.0420,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.17,5.7560,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.17,5.76,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.17,2.67,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.17,2.6730,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.17,3.1500,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.17,3.15,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.17,8.3,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.17,8.3040,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.17,4.0470,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.17,4.05,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.70,5.7890,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.7,5.79,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.7,2.7,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.70,2.7020,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.7,3.18,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.70,3.1830,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.7,8.33,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.70,8.3330,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46966.7,4.08,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46966.70,4.0830,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.17,5.7990,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.17,5.8,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.17,2.7300,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.17,2.73,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.17,3.2,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.17,3.2020,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.17,8.3690,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.17,8.37,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.17,4.1080,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.17,4.11,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.69,5.83,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.69,5.8330,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.69,2.7380,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.69,2.74,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.69,3.2170,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.69,3.22,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.69,8.38,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46967.69,8.3850,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.69,4.1370,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46967.69,4.14,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46970.18,5.91,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46970.18,5.9140,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46970.18,2.81,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46970.18,2.8120,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46970.18,3.3060,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46970.18,3.31,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46970.18,8.5390,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46970.18,8.54,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46970.18,4.21,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46970.18,4.2140,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46971.71,5.94,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46971.71,2.84,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46971.71,3.33,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46971.71,8.53,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46971.71,4.26,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46971.72,5.9400,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46971.72,2.8400,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46971.72,3.3300,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46971.72,8.5300,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46971.72,4.2600,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46975.18,6,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46975.18,6.0050,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46975.18,2.86,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46975.18,2.8650,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46975.18,3.3780,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46975.18,3.38,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46975.18,8.63,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46975.18,8.6340,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46975.18,4.31,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46975.18,4.3140,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46977.70,6.0490,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46977.7,6.05,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46977.70,2.9060,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46977.7,2.91,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46977.70,3.4090,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46977.7,3.41,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46977.70,8.6360,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46977.7,8.64,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46977.7,4.35,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46977.70,4.3550,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46979.71,6.0660,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46979.71,6.07,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46979.71,2.92,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46979.71,2.9210,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46979.71,3.4180,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46979.71,3.42,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46979.71,8.6460,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46979.71,8.65,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46979.71,4.3600,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46979.71,4.36,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.18,6.0790,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.18,6.08,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.18,2.95,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.18,2.9530,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.18,3.45,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.18,3.4530,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.18,8.6690,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.18,8.67,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.18,4.3860,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.18,4.39,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.70,6.0780,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.7,6.08,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.70,2.9450,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.7,2.95,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.7,3.44,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.70,3.4410,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.7,8.65,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46980.70,8.6510,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.70,4.3960,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46980.7,4.4,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46981.18,6.0750,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.18,2.9500,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.18,3.4410,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.18,8.6760,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.18,4.3980,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.71,6.0880,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.71,6.09,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46981.71,2.9470,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.71,2.95,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46981.71,3.45,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46981.71,3.4550,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.71,8.6660,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.71,8.67,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46981.71,4.3990,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46981.71,4.4,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46982.7,6.09,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46982.70,6.0930,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46982.70,2.9590,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46982.7,2.96,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46982.70,3.4470,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46982.7,3.45,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46982.70,8.6280,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46982.7,8.63,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46982.7,4.4,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46982.70,4.4030,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46983.18,6.0960,,,B,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46983.18,6.1,,,B,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46983.18,2.96,,,I,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46983.18,2.9620,,,I,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46983.18,3.4760,,,R,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46983.18,3.48,,,R,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46983.18,8.6860,,,U,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46983.18,8.69,,,U,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46983.18,4.4300,,,V,,,"1987MNRAS.229P..15C,SUSPECT"
SN1987A,46983.18,4.43,,,V,,,"1987MNRAS.229P..15C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46984.17,6.11,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46984.17,2.98,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46984.17,3.48,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46984.17,8.71,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46984.17,4.42,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46985.18,6.11,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46985.18,2.99,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46985.18,3.49,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46985.18,8.7,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46985.18,4.44,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46986.19,6.12,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46986.19,2.99,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46986.19,3.5,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46986.19,8.7,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46986.19,4.45,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46989.16,6.14,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46989.16,3.02,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46989.16,3.52,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46989.16,8.68,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46989.16,4.47,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46990.1,6.15,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46990.1,3.02,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46990.1,3.53,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46990.1,8.69,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46990.1,4.48,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46991.18,6.17,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46991.18,3.03,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46991.18,3.54,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46991.18,8.69,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46991.18,4.51,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46997.18,6.22,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46997.18,3.1,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46997.18,3.6,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46997.18,8.72,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46997.18,4.56,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46998.17,6.23,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46998.17,3.1,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46998.17,3.61,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46998.17,8.71,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46998.17,4.58,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46999.17,6.24,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46999.17,3.11,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46999.17,3.61,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46999.17,8.7,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,46999.17,4.59,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47000.16,6.25,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47000.16,3.11,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47000.16,3.62,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47000.16,8.72,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47000.16,4.6,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47005.15,6.28,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47005.15,3.16,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47005.15,3.66,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47005.15,8.68,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47005.15,4.64,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47006.14,6.3,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47006.14,3.17,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47006.14,3.66,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47006.14,8.71,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47006.14,4.66,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47007.14,6.3,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47007.14,3.18,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47007.14,3.68,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47007.14,8.71,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47007.14,4.67,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47009.14,6.33,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47009.14,3.18,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47009.14,3.7,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47009.14,8.72,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47009.14,4.7,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47013.16,6.35,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47013.16,3.22,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47013.16,3.73,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47013.16,8.75,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47013.16,4.73,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47014.17,6.35,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47014.17,3.23,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47014.17,3.74,,,R,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47014.17,8.72,,,U,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47014.17,4.73,,,V,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47020.03,6.4,,,B,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47020.03,3.28,,,I,,,"1988MNRAS.231P..75C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
